"Time","Value (°C)"
"2019/01/29 15:40:00","21.9965"
"2019/01/29 15:40:00","21.9964752"
"2019/01/29 15:35:00","21.9908"
"2019/01/29 15:35:00","21.9907761"
"2019/01/29 15:30:00","21.9499"
"2019/01/29 15:30:00","21.9499378"
"2019/01/29 15:25:00","21.9353"
"2019/01/29 15:25:00","21.9352856"
"2019/01/29 15:20:00","21.9597"
"2019/01/29 15:20:00","21.9597054"
"2019/01/29 15:15:00","21.989"
"2019/01/29 15:15:00","21.9890118"
"2019/01/29 15:10:00","21.9597"
"2019/01/29 15:10:00","21.9597054"
"2019/01/29 15:05:00","21.9011"
"2019/01/29 15:05:00","21.9010983"
"2019/01/29 15:00:00","21.9081"
"2019/01/29 15:00:00","21.9081306"
"2019/01/29 14:55:00","21.9099"
"2019/01/29 14:55:00","21.9098892"
"2019/01/29 14:50:00","21.9099"
"2019/01/29 14:50:00","21.9098892"
"2019/01/29 14:45:00","21.9089"
"2019/01/29 14:45:00","21.9089108"
"2019/01/29 14:40:00","21.9402"
"2019/01/29 14:40:00","21.9401703"
"2019/01/29 14:35:00","21.9109"
"2019/01/29 14:35:00","21.9108677"
"2019/01/29 14:30:00","21.9109"
"2019/01/29 14:30:00","21.9108677"
"2019/01/29 14:25:00","21.906"
"2019/01/29 14:25:00","21.905983"
"2019/01/29 14:20:00","21.9118"
"2019/01/29 14:20:00","21.9118443"
"2019/01/29 14:15:00","21.9015"
"2019/01/29 14:15:00","21.9014511"
"2019/01/29 14:10:00","21.9353"
"2019/01/29 14:10:00","21.9352856"
"2019/01/29 14:05:00","21.9109"
"2019/01/29 14:05:00","21.9108677"
"2019/01/29 14:00:00","21.9109"
"2019/01/29 14:00:00","21.9108677"
"2019/01/29 13:55:00","21.9134"
"2019/01/29 13:55:00","21.9134083"
"2019/01/29 13:50:00","21.9625"
"2019/01/29 13:50:00","21.9624653"
"2019/01/29 13:45:00","21.9451"
"2019/01/29 13:45:00","21.945097"
"2019/01/29 13:40:00","21.9353"
"2019/01/29 13:40:00","21.9352856"
"2019/01/29 13:35:00","21.9914"
"2019/01/29 13:35:00","21.9913559"
"2019/01/29 13:30:00","22.0085"
"2019/01/29 13:30:00","22.0085468"
"2019/01/29 13:25:00","21.9841"
"2019/01/29 13:25:00","21.984129"
"2019/01/29 13:20:00","21.9724"
"2019/01/29 13:20:00","21.9724064"
"2019/01/29 13:15:00","21.9718"
"2019/01/29 13:15:00","21.9718323"
"2019/01/29 13:10:00","21.9877"
"2019/01/29 13:10:00","21.9876842"
"2019/01/29 13:05:00","21.9821"
"2019/01/29 13:05:00","21.9821453"
"2019/01/29 13:00:00","22.0085"
"2019/01/29 13:00:00","22.0085468"
"2019/01/29 12:55:00","22.033"
"2019/01/29 12:55:00","22.0329666"
"2019/01/29 12:50:00","22.0085"
"2019/01/29 12:50:00","22.0085468"
"2019/01/29 12:45:00","21.9998"
"2019/01/29 12:45:00","21.9997578"
"2019/01/29 12:40:00","22.0037"
"2019/01/29 12:40:00","22.003664"
"2019/01/29 12:35:00","22.0095"
"2019/01/29 12:35:00","22.0095253"
"2019/01/29 12:30:00","21.9954"
"2019/01/29 12:30:00","21.9954376"
"2019/01/29 12:25:00","21.9898"
"2019/01/29 12:25:00","21.9897938"
"2019/01/29 12:20:00","21.9792"
"2019/01/29 12:20:00","21.9792442"
"2019/01/29 12:15:00","21.9841"
"2019/01/29 12:15:00","21.984129"
"2019/01/29 12:10:00","21.9435"
"2019/01/29 12:10:00","21.9435329"
"2019/01/29 12:05:00","21.9343"
"2019/01/29 12:05:00","21.9343033"
"2019/01/29 12:00:00","21.9196"
"2019/01/29 12:00:00","21.9196186"
"2019/01/29 11:55:00","21.9235"
"2019/01/29 11:55:00","21.9234867"
"2019/01/29 11:50:00","21.9353"
